Western Europe,195,10,10,0.0,3,201,202,3,1.7,16,21,78,75,—,82,79,84,0.3,0.1,80,17,2.1,577,53871
Austria,8.9,10,9,0.0,4,9.4,9.7,2.7,1.5,14,19,79,—,—,82,79,84,—,—,59,22,2.2,671,56720
Belgium,11.5,10,10,0.1,4,12.1,12.4,3.2,1.6,17,19,67,65,—,82,79,84,—,—,98,27,2.3,1377,52590
France,64.9,11,9,0.2,-0,68.6,71.1,3.6,1.8,18,21,78,73,—,83,80,86,0.5,0.2,81,25,2.2,352,47490
Germany,83.3,10,12,-0.2,4,82.2,79.2,3.2,1.6,14,22,80,80,—,81,78,83,0.2,<0.1,77,10,2.0,708,55980
Liechtenstein,0.04,10,7,0.3,4,0.04,0.04,3.7,1.6,15,18,—,—,—,84,82,86,—,—,14,0,2.3,1803,—
Luxembourg,0.6,10,7,0.3,18,0.7,0.8,4.1,1.3,16,15,—,—,—,82,80,85,0.4,0.2,91,0,2.4,1019,74400
Monaco,0.04,6,7,-0.1,1,0.04,0.04,—,1.5,13,26,—,—,—,—,—,—,—,—,100,0,2.1,—,—
Netherlands,17.5,10,9,0.1,6,18.2,18.4,3.5,1.6,16,19,73,70,—,82,80,83,—,—,92,13,2.2,1684,58140
Switzerland,8.6,10,8,0.2,6,9.8,10.3,3.3,1.4,15,18,72,67,—,84,82,85,—,—,85,16,2.3,2168,70140
Eastern Europe,292,10,13,-0.2,1,279,264,5,1.5,17,16,67,54,—,74,69,79,—,—,70,17,2.5,151,25463
Belarus,9.4,9,13,-0.4,1,9.3,9.3,2.5,1.4,17,15,71,59,—,75,69,79,0.5,0.4,78,22,2.5,164,18650
Bulgaria,6.9,9,16,-0.7,-0,6.3,5.8,5.6,1.6,14,22,69,40,—,75,71,78,0.1,<0.1,74,18,2.3,199,22650
Czechia,10.7,11,11,0.0,4,10.8,10.8,2.6,1.7,16,20,86,78,86,79,76,82,0.1,<0.1,74,12,2.3,429,38180
Hungary,9.8,9,13,-0.4,4,9.5,9.3,3.8,1.5,15,20,62,54,—,76,73,79,<0.1,<0.1,71,18,2.3,226,30310
Moldova,3.5,9,10,-0.1,1,3.3,2.9,10,1.2,16,12,60,42,60,73,69,77,0.7,0.5,43,0,2.2,203,13170
Poland,38.4,10,11,-0.1,0,36.5,34.0,3.7,1.4,15,18,62,—,—,78,74,82,—,—,60,5,2.6,352,30410
Romania,19.2,11,14,-0.3,2,17.8,16.2,5.9,1.4,16,19,70,51,—,76,72,79,0.2,0.1,54,9,2.6,225,28350
Russia,146.7,11,13,-0.2,0,142.0,136.6,5.1,1.6,18,15,68,55,72,73,68,78,—,—,74,24,2.6,121,27840
Slovakia,5.5,10,10,0.1,10,5.3,5.0,5.1,1.5,16,17,—,—,—,77,74,80,<0.1,<0.1,54,0,2.7,407,31960
Ukraine,41.8,8,14,-0.6,0,37.7,33.6,7.1,1.3,15,17,65,48,68,72,67,77,1.2,0.7,69,12,2.5,127,9030
Southern Europe,153,8,10,-0.2,2,153,148,3,1.3,14,21,63,51,—,82,79,84,0.4,0.2,72,22,2.5,545,37188
Albania,2.8,10,8,0.2,-8,2.7,2.4,8.9,1.8,17,14,46,4,6,79,77,81,—,—,61,0,3.7,468,13820
Andorra,0.08,7,4,0.3,15,0.08,0.08,3.4,1.0,13,15,—,—,—,—,—,—,—,—,88,0,—,10245,—
Bosnia-Herzegovina,3.3,8,11,-0.3,-4,3.0,2.7,6,1.3,15,17,46,12,22,77,75,80,<0.1,<0.1,49,0,3.5,310,14920
Croatia,4.0,9,13,-0.4,-3,3.8,3.4,4.0,1.5,14,20,—,—,—,78,75,81,0.1,<0.1,57,0,2.8,492,27700
Greece,10.7,8,11,-0.3,2,9.7,9.0,3.5,1.4,14,22,—,—,—,82,79,84,—,—,79,28,2.3,500,30430
Italy,60.3,7,11,-0.4,2,59.7,57.8,2.8,1.3,13,23,65,52,—,83,81,85,0.4,0.2,71,19,2.3,895,43260
Kosovoi,1.8,12,5,0.7,-9,1.8,1.7,8,1.6,24,9,—,—,—,77,74,79,—,—,39,—,5.4,—,11050
Malta,0.5,9,8,0.2,20,0.5,0.5,6.6,1.2,14,19,—,—,—,83,80,85,—,—,95,0,2.5,5751,40120
Montenegro,0.6,12,11,0.1,-1,0.6,0.7,1.7,1.8,18,15,21,12,28,78,75,81,0.2,<0.1,67,0,3.3,6760,21550
North Macedonia,2.1,10,10,0.1,2,2.0,1.9,6,1.4,16,14,40,13,—,76,74,78,<0.1,<0.1,58,0,3.7,498,15930
Portugal,10.3,9,11,-0.3,1,9.9,9.4,3.2,1.4,14,22,74g,67g,—,81,78,83,0.7,0.3,73,42,2.5,1091,33520
San Marino,0.03,7,7,-0.1,5,0.03,0.03,3.8,1.3,15,18,—,—,—,85,82,87,—,—,97,0,—,3365,—
Serbia,7.0,9,15,-0.5,-0,8.0,7.1,4.9,1.5,14,20,58,18,25,76,73,78,<0.1,<0.1,60,16,2.9,268,16710
Slovenia,2.1,10,10,0.0,1,2.1,2.0,1.9,1.6,15,19,—,—,—,81,78,84,0.1,<0.1,55,0,2.3,1145,38140
Spain,47.6,8,9,-0.1,4,49.2,49.6,2.6,1.3,15,19,62,60,—,83,80,86,0.6,0.1,81,26,2.5,389,40570
OCEANIA,43,17,7,1.0,6,53,63,16,2.3,23,12,60,56,—,79,77,81,0.3,0.2,68,41,3.2,135,36264
Australia,25.8,13,6,0.6,9,31.8,37.1,3.1,1.7,19,16,67,65,—,85,83,86,0.2,<0.1,86,62,2.5,84,49440
Federated States of Micronesia,0.1,24,5,1.8,-16,0.1,0.1,29,3.2,32,4,—,—,—,70,69,72,—,—,23,0,6.1,5300,3640
Fiji,0.9,18,8,1.0,-6,0.9,0.9,14,2.4,29,6,—,—,—,68,67,70,—,—,56,0,4.8,543,13180
French Polynesia,0.3,15,6,1.0,-4,0.3,0.3,6.7,2.0,23,8,—,—,—,76,74,78,—,—,62,0,3.9,11201,—
Guam,0.2,18,6,1.3,-4,0.2,0.2,10.3,3.0,25,10,—,—,—,76,74,79,—,—,95,0,3.8,17535,—
Kiribati,0.1,26,7,1.9,-1,0.2,0.2,41,3.3,35,4,34,27,54,62,59,64,—,—,55,0,5.9,6261,4410
Marshall Islands,0.06,25,4,2.1,-18,0.06,0.06,23,3.8,39,3,45,42,80,72,71,73,—,—,77,0,6.8,2851,5090
Nauru,0.01,29,8,2.1,-11,0.01,0.01,35,3.7,40,13,36,25,42,61,57,65,—,—,100,0,6.0,—,20940
New Caledonia,0.3,17,6,1.1,4,0.3,0.4,4,2.3,23,9,—,—,—,77,74,80,—,—,71,0,3.5,4732,—
New Zealand,5.0,12,7,0.5,9,5.7,6.1,4.5,1.8,19,16,80g,75g,—,82,80,84,0.2,<0.1,87,33,2.7,875,40550
Palau,0.02,14,9,0.5,-3,0.02,0.02,17,2.4,20,7,—,—,—,73,68,78,—,—,80,0,3.4,1800,19510
Papua New Guinea,9.0,32,11,2.1,0,11.8,15.1,33,4.2,36,3,37,31,49,66,63,68,0.6,0.9,13,0,5.0,2983,4220
Samoa,0.2,27,5,2.2,-15,0.2,0.2,14,4.3,38,5,27,24,39,75,74,76,—,—,18,0,7.0,2501,6390
Solomon Islands,0.7,30,5,2.5,-2,1.0,1.4,19,4.1,40,4,29,24,38,70,67,74,—,—,24,0,5.5,3495,2320
Tonga,0.1,24,7,1.7,-19,0.1,0.09,17,3.5,36,6,34,28,48,71,69,73,—,—,23,0,5.5,550,6520
Tuvalu,0.01,25,9,1.6,-12,0.01,0.01,21,3.6,31,5,31,22,41,65,64,67,—,—,62,0,6.0,—,6100
Vanuatu,0.3,29,4,2.5,-0,0.4,0.6,28,3.7,39,4,49,37,51,71,70,73,—,—,25,0,4.8,1604,3250
